,MSCI RUSSIA VALUE,MSCI USA,MSCI JAPAN,MSCI UNITED KINGDOM,MSCI CHINA,MSCI FRANCE,MSCI CANADA,MSCI SWITZERLAND,MSCI GERMANY,MSCI AUSTRALIA,MSCI INDIA,MSCI TAIWAN,MSCI KOREA,MSCI NETHERLANDS,MSCI SWEDEN,MSCI DENMARK,MSCI HONG KONG,MSCI BRAZIL,MSCI ITALY,MSCI SPAIN,MSCI FINLAND,MSCI SOUTH AFRICA,MSCI SINGAPORE,MSCI MEXICO,MSCI ISRAEL,MSCI INDONESIA,MSCI THAILAND,MSCI MALAYSIA,MSCI BELGIUM,MSCI NORWAY,MSCI UNITED ARAB EMIRATES,MSCI NEW ZEALAND,MSCI PHILIPPINES,MSCI QATAR,MSCI CHILE,MSCI PORTUGAL,MSCI POLAND,MSCI IRELAND,MSCI Greece Rebased Index,MSCI KUWAIT,MSCI TURKEY,MSCI AUSTRIA,MSCI HUNGARY,MSCI EGYPT,MSCI COLOMBIA
2013-07,0.018709211760107328,0.4352176161028654,0.08219688810188577,0.06109914607033829,0.04952754107390336,0.033106881144489335,0.03424989205361117,0.027586449384293932,0.032390342068293644,0.027126606935512877,0.016151542291803253,0.012951267282233375,0.01860130211401055,0.010574720489216333,0.0123189450681152,0.004452041567929419,0.010541041075500614,0.01224575760251227,0.008806545682790195,0.010144728270767454,0.003929989155810616,0.0057860412884642816,0.005621103323157295,0.005306594062659992,0.003790823905311043,0.0036384901375490497,0.003637310006194543,0.006031902962629138,0.0039466245700350375,0.003857527017431343,0.0025013206148121556,0.001291995925261835,0.0024237272362182495,0.0016820707014962284,0.0027574223440305157,0.0020115968729836793,0.002612628303047261,0.0010928362856786015,0.005931894884093145,0.0011347088075532696,0.0032940344000126002,0.0016180627166487037,0.0012801144873580157,0.002608994388925488,0.004213719462458414
